DateTime,Daily_total_power,Daily_mean_power,Daily_peak_power,Daily_min_power,Daily_std_power,Global_reactive_power_sum,Global_reactive_power_mean,Voltage_mean,Voltage_std,Global_intensity_mean,Global_intensity_max,Sub_metering_1_sum,Sub_metering_2_sum,Sub_metering_3_sum,Peak_hour_power,Nighttime_usage,Morning_usage,Afternoon_usage,DayOfWeek,IsWeekend,Month,Season,DayOfYear,High_Consumption
2007-01-11,37.58656666666666,1.5661069444444444,7.754,0.21,1.4847192483337939,230.02,0.1597361111111111,241.1556875,3.5736745473308433,6.658333333333333,34.0,1378.0,2170.0,12415.0,15.239966666666668,5.095233333333334,9.835566666666667,7.4158,3,0,1,Χειμώνας,11,1
2007-01-12,24.354933333333335,1.014788888888889,6.478,0.206,0.9285887817857009,199.14,0.13829166666666665,241.53820833333336,2.549580839727224,4.309166666666666,27.4,0.0,439.0,8276.0,8.5917,4.910033333333333,8.814733333333333,2.0384666666666664,4,0,1,Χειμώνας,12,0
2007-01-13,53.113566666666664,2.2130652777777775,9.272,0.212,1.901305509911016,290.736,0.2019,239.28361111111113,4.123130824825376,9.453055555555554,40.4,7806.0,2975.0,11341.0,14.536166666666666,13.198633333333333,13.212333333333333,12.166433333333334,5,1,1,Χειμώνας,13,1
2007-01-14,50.18396666666667,2.090998611111111,7.64,0.202,1.3837156994479372,227.432,0.15793888888888888,238.81801388888888,3.2993334681517923,8.971666666666668,32.8,1777.0,4215.0,12991.0,12.184666666666667,15.423333333333334,9.0033,13.572666666666667,6,1,1,Χειμώνας,14,1
2007-01-15,35.811299999999996,1.4921375,5.896,0.208,0.9610469913121188,174.86,0.12143055555555557,241.2409097222222,3.0977668107083534,6.261527777777778,25.2,1099.0,2239.0,15163.0,9.585633333333334,8.3302,9.670666666666667,8.2248,0,0,1,Χειμώνας,15,1
2007-01-16,28.106733333333334,1.1711138888888888,5.57,0.212,0.9961406379026229,185.428,0.12876944444444444,241.94475694444446,2.711426688522993,4.975972222222222,23.2,2063.0,644.0,6583.0,7.885266666666666,3.8260333333333336,6.198333333333333,10.1971,1,0,1,Χειμώνας,16,1
2007-01-17,47.46146666666667,1.977561111111111,8.0,0.206,1.4381090691128076,200.752,0.13941111111111112,241.00525,2.781230412241431,8.283888888888889,34.2,3500.0,5737.0,16064.0,11.040799999999999,6.8997,15.991033333333332,13.529933333333334,2,0,1,Χειμώνας,17,1
2007-01-18,30.3577,1.2649041666666667,6.808,0.212,1.0897883769725356,177.712,0.12341111111111111,240.89359722222224,2.6979051877221267,5.3425,28.6,0.0,336.0,13491.0,11.6738,5.601833333333333,7.499666666666667,5.582400000000001,3,0,1,Χειμώνας,18,1
2007-01-19,24.674,1.0280833333333335,6.132,0.198,0.9973114846221709,170.052,0.11809166666666666,240.16094444444445,3.0050493660726203,4.37625,25.8,2103.0,330.0,7172.0,5.663833333333333,6.1677,9.003033333333333,3.839433333333333,4,0,1,Χειμώνας,19,0
2007-01-20,52.22886666666667,2.1762027777777777,8.658,0.218,1.5066381088692833,238.362,0.16552916666666667,238.8674722222222,3.649314556607973,9.348055555555556,38.2,4324.0,5222.0,11440.0,15.794066666666668,9.328266666666668,11.659566666666667,15.446966666666667,5,1,1,Χειμώνας,20,1
2007-01-21,56.7877,2.366154166666667,8.018,0.206,1.8551407862702096,229.736,0.15953888888888887,238.96811805555558,4.215125400308689,10.190694444444444,35.6,10346.0,5567.0,11599.0,20.9667,10.892566666666665,11.7116,13.216833333333334,6,1,1,Χειμώνας,21,1
2007-01-22,36.34156666666667,1.5142319444444445,7.722,0.212,1.234595759646174,168.642,0.1171125,241.60313194444444,3.4916500989408434,6.355277777777778,33.2,1054.0,2983.0,11361.0,12.091933333333333,4.998966666666666,11.602966666666667,7.6477,0,0,1,Χειμώνας,22,1
2007-01-23,29.627333333333336,1.2344722222222222,6.036,0.202,1.226923858070117,138.28,0.09602777777777778,242.76255555555556,2.7229395364092963,5.260833333333333,25.4,0.0,1064.0,5061.0,12.5274,7.3175,6.320866666666666,3.4615666666666667,1,0,1,Χειμώνας,23,1
2007-01-24,49.79756666666666,2.074898611111111,7.248,0.212,1.172317007860733,178.06,0.12365277777777778,241.45769444444446,3.2308412303887946,8.733611111111111,31.0,3464.0,2480.0,11744.0,8.842766666666668,11.347166666666668,16.372400000000003,13.235233333333333,2,0,1,Χειμώνας,24,1
2007-01-25,26.605733333333333,1.1085722222222223,5.832,0.206,0.9896069121153739,144.16,0.10011111111111111,243.42436111111112,3.2428431502565904,4.629305555555556,25.2,1158.0,262.0,11239.0,9.786666666666667,4.3857,5.607466666666666,6.8259,3,0,1,Χειμώνας,25,1
2007-01-26,26.9662,1.1235916666666665,5.024,0.208,0.9023785355787479,142.902,0.09923749999999999,242.77179166666667,3.0376042068106717,4.721388888888889,20.8,1163.0,261.0,8238.0,6.727566666666666,5.824,8.016866666666667,6.397766666666667,4,0,1,Χειμώνας,26,1
2007-01-27,34.06786666666667,1.4194944444444444,6.204,0.214,1.1191024895776893,148.242,0.10294583333333332,241.61656944444442,3.255575476601174,5.949861111111111,25.8,1170.0,3896.0,12374.0,7.219733333333334,5.715866666666667,9.3762,11.756066666666667,5,1,1,Χειμώνας,27,1
2007-01-28,51.53916666666667,2.1474652777777776,7.552,0.224,1.3525999754992473,153.606,0.10667083333333333,240.30211805555555,3.831425436513089,9.133611111111112,33.0,3466.0,3997.0,12062.0,12.659733333333332,11.542133333333334,11.158066666666667,16.179233333333332,6,1,1,Χειμώνας,28,1
2007-01-29,33.0444,1.37685,4.908,0.222,0.9339334437077871,165.696,0.11506666666666666,240.9295972222222,4.094555866748781,5.788888888888889,21.0,1123.0,294.0,15254.0,10.442366666666667,4.7933,8.072533333333334,9.7362,0,0,1,Χειμώνας,29,1
2007-01-30,28.4633,1.1859708333333334,6.166,0.228,1.1651166165719002,180.934,0.1256486111111111,241.84087499999998,3.2380179184122606,5.028194444444445,25.8,1123.0,1424.0,8149.0,10.824933333333332,4.539033333333333,7.0084,6.090933333333334,1,0,1,Χειμώνας,30,1
2007-01-31,39.39586666666666,1.6414944444444444,6.59,0.226,1.2872800788324854,185.988,0.12915833333333332,239.92113194444443,3.207707389331748,6.923611111111111,28.2,0.0,5950.0,15052.0,9.553500000000001,4.8274,9.798499999999999,15.216466666666667,2,0,1,Χειμώνας,31,1
2007-02-01,30.412666666666667,1.2671944444444445,7.482,0.222,1.107042024571097,150.264,0.10435000000000001,240.3921388888889,2.6211564020679456,5.3325000000000005,32.0,1170.0,386.0,13145.0,9.239766666666666,5.038333333333333,13.475433333333333,2.6591333333333336,3,0,2,Χειμώνας,32,1
2007-02-02,27.7956,1.15815,5.448,0.22,0.9902841673858678,139.542,0.09690416666666667,240.3343888888889,2.3622075490252032,4.870833333333334,23.0,0.0,356.0,11338.0,6.0939000000000005,8.040133333333333,9.513566666666666,4.148,4,0,2,Χειμώνας,33,1
2007-02-03,67.16203333333334,2.7984180555555556,7.904,0.236,1.3898937081788412,245.824,0.17071111111111112,238.91019444444444,3.236908732333425,11.815972222222221,34.6,4746.0,4573.0,17834.0,18.0279,23.665766666666666,10.963366666666667,14.504999999999999,5,1,2,Χειμώνας,34,1
2007-02-04,59.93233333333333,2.4971805555555555,7.698,0.22,1.2693117539592433,186.494,0.12950972222222223,239.63333333333333,3.0428295507264425,10.565416666666668,32.4,3391.0,4597.0,14472.0,11.342566666666666,21.227800000000002,13.4334,13.928566666666665,6,1,2,Χειμώνας,35,1
2007-02-05,27.421333333333333,1.1425555555555555,5.816,0.222,1.0649207859938055,147.228,0.10224166666666668,240.81031249999998,2.532846755911866,4.820416666666667,24.2,896.0,2564.0,7849.0,9.000233333333334,4.460033333333333,8.276333333333334,5.684733333333333,0,0,2,Χειμώνας,36,1
2007-02-06,21.224666666666668,0.8843611111111112,4.816,0.214,0.7795022111362108,142.566,0.09900416666666667,241.26415972222225,2.6061498315693776,3.7719444444444448,20.2,1185.0,405.0,4517.0,5.976133333333333,3.5698999999999996,6.171933333333333,5.5066999999999995,1,0,2,Χειμώνας,37,0
2007-02-07,38.8003,1.6166791666666667,6.694,0.218,1.1937195517184798,177.708,0.12340833333333333,241.14969444444444,3.348805048156763,6.791666666666667,28.4,3299.0,3513.0,11986.0,9.740499999999999,5.153266666666667,12.717633333333334,11.188899999999999,2,0,2,Χειμώνας,38,1
2007-02-08,30.023566666666667,1.2509819444444443,5.58,0.216,1.0524453273929169,138.896,0.09645555555555554,241.79730555555554,2.937642867822931,5.248333333333334,23.6,2226.0,366.0,10157.0,10.843433333333333,5.099500000000001,8.933966666666667,5.1466666666666665,3,0,2,Χειμώνας,39,1
2007-02-09,27.003300000000003,1.1251375000000001,6.146,0.218,1.0075205699836784,158.066,0.10976805555555556,241.74044444444445,2.8809051106925323,4.727222222222222,25.4,0.0,3045.0,9770.0,6.753933333333333,6.2697666666666665,9.183233333333334,4.796366666666667,4,0,2,Χειμώνας,40,1
2007-02-10,47.15546666666667,1.964811111111111,6.88,0.254,1.506024559569056,192.974,0.1340097222222222,240.0368263888889,3.258226472708962,8.303749999999999,30.2,5071.0,2831.0,14405.0,14.857633333333332,9.949366666666666,10.6408,11.707666666666666,5,1,2,Χειμώνας,41,1
2007-02-11,59.52046666666667,2.4800194444444443,7.426,0.252,1.2343661608050598,204.314,0.1418847222222222,239.5061458333333,2.783063304108141,10.526805555555557,31.4,2430.0,4765.0,13114.0,12.306333333333333,16.3145,15.7976,15.102033333333333,6,1,2,Χειμώνας,42,1
2007-02-12,31.293499999999998,1.3038958333333333,6.514,0.222,1.0520934900786523,136.704,0.09493333333333334,240.09850000000003,2.9643740290817946,5.503472222222222,27.4,2227.0,399.0,11517.0,9.2387,5.052666666666667,11.162133333333333,5.84,0,0,2,Χειμώνας,43,1
2007-02-13,23.575766666666667,0.9823236111111111,4.972,0.214,0.9400883244759494,134.678,0.09352638888888888,241.16685416666667,2.8968535145025682,4.14375,20.8,0.0,2828.0,6256.0,9.6914,3.8413666666666666,5.2434666666666665,4.799533333333333,1,0,2,Χειμώνας,44,0
2007-02-14,41.644533333333335,1.735188888888889,6.008,0.212,1.3674042417678116,202.506,0.14062916666666667,240.3753888888889,3.3972820537133623,7.315138888888888,25.2,3295.0,3793.0,11579.0,9.963433333333334,3.7442333333333333,12.041933333333333,15.894933333333334,2,0,2,Χειμώνας,45,1
2007-02-15,33.0891,1.3787125,7.234,0.246,1.226902915355341,165.964,0.11525277777777777,240.66922222222223,2.793619595431954,5.820277777777778,30.8,0.0,2363.0,14028.0,12.4684,6.951966666666666,9.654066666666667,4.014666666666667,3,0,2,Χειμώνας,46,1
2007-02-16,28.375466666666668,1.182311111111111,6.316,0.252,1.1356684238903967,151.686,0.1053375,240.82094444444442,3.2227460046784824,5.0465277777777775,27.0,1148.0,859.0,8689.0,10.161399999999999,8.336733333333333,7.769966666666666,2.1073666666666666,4,0,2,Χειμώνας,47,1
2007-02-17,34.615199999999994,1.4423,7.33,0.214,1.2620182624621759,238.968,0.16595,239.31603472222224,2.7050642104011873,6.129166666666666,31.6,1765.0,2226.0,7157.0,8.416133333333333,11.821033333333332,7.2359333333333336,7.1421,5,1,2,Χειμώνας,48,1
2007-02-18,63.82936666666667,2.6595569444444447,7.16,0.226,1.5581848979008395,255.522,0.17744583333333333,239.17080555555557,2.9987207679784875,11.238888888888889,30.8,6107.0,8003.0,13129.0,13.3766,14.467899999999998,19.489733333333334,16.49513333333333,6,1,2,Χειμώνας,49,1
2007-02-19,36.44356666666667,1.5184819444444444,7.682,0.218,1.3736757781673479,176.584,0.12262777777777778,239.78958333333333,3.704017816467906,6.442222222222222,34.0,1634.0,2900.0,13085.0,15.3055,7.649466666666667,9.143633333333334,4.344966666666666,0,0,2,Χειμώνας,50,1
2007-02-20,52.498799999999996,2.18745,8.374,0.25,1.2994659394792045,187.158,0.1299708333333333,239.86544444444445,2.6929832273246057,9.168472222222222,35.8,2058.0,5191.0,9713.0,10.241133333333332,18.9866,16.8794,6.391666666666667,1,0,2,Χειμώνας,51,1
2007-02-21,34.5479,1.4394958333333332,8.974,0.21,1.2632524415356827,189.87,0.13185416666666666,240.46096527777777,2.666886402580628,6.0744444444444445,39.2,3527.0,2332.0,11548.0,12.009333333333334,7.7933666666666666,7.601333333333333,7.143866666666667,2,0,2,Χειμώνας,52,1
2007-02-22,56.2595,2.3441458333333336,9.41,0.252,1.5596832818883275,138.074,0.09588472222222223,238.62020138888892,3.3281482810952023,9.87486111111111,41.8,1409.0,4129.0,12285.0,15.928799999999999,20.157633333333333,15.65,4.523066666666667,3,0,2,Χειμώνας,53,1
2007-02-23,21.891333333333332,0.9121388888888889,5.468,0.206,0.7174993270934723,149.344,0.1037111111111111,240.68596527777777,1.9248920726879408,3.825416666666667,23.6,0.0,503.0,10786.0,1.2557333333333331,3.6777333333333333,9.080566666666666,7.8773,4,0,2,Χειμώνας,54,0
2007-02-24,11.915366666666667,0.4964736111111111,2.464,0.204,0.5261700347682237,122.202,0.0848625,239.86310416666666,2.388846946126681,2.0858333333333334,10.2,0.0,363.0,3562.0,1.2560333333333333,3.319166666666667,5.208200000000001,2.1319666666666666,5,1,2,Χειμώνας,55,0
2007-02-25,8.362333333333334,0.3484305555555556,1.536,0.21,0.2741823564661453,113.736,0.07898333333333334,241.6815486111111,1.800517037663564,1.462222222222222,6.4,0.0,329.0,1660.0,1.1240333333333332,2.9769,1.7043333333333335,2.5570666666666666,6,1,2,Χειμώνας,56,0
2007-02-26,9.474733333333335,0.3947805555555556,1.558,0.21,0.34001052456379266,108.28,0.07519444444444444,241.27359027777777,2.3423585843122003,1.658888888888889,6.6,0.0,331.0,2830.0,1.0759333333333332,4.101866666666667,2.147566666666667,2.1493666666666664,0,0,2,Χειμώνας,57,0
2007-02-27,8.6352,0.35979999999999995,1.47,0.21,0.2854327589866136,113.204,0.07861388888888889,242.94427083333332,2.056389360623139,1.5245833333333334,6.2,0.0,314.0,1924.0,2.0890333333333335,2.2060666666666666,2.643666666666667,1.6964333333333335,1,0,2,Χειμώνας,58,0
2007-02-28,8.679566666666666,0.36164861111111113,1.486,0.21,0.2900275252294228,113.372,0.07873055555555555,242.15959027777777,2.0936063791429786,1.5284722222222222,6.2,0.0,340.0,1973.0,2.0616666666666665,2.283666666666667,2.629166666666667,1.7050666666666667,2,0,2,Χειμώνας,59,0
2007-03-01,8.626066666666667,0.3594194444444444,1.472,0.208,0.2912436378801564,107.628,0.07474166666666666,241.3214027777778,1.9629224299170016,1.508888888888889,6.2,0.0,316.0,1980.0,1.1169666666666667,3.1018333333333334,1.7443333333333333,2.6629333333333336,3,0,3,Άνοιξη,60,0
2007-03-02,8.5948,0.35811666666666664,1.468,0.208,0.28547255533083393,107.008,0.0743111111111111,240.59159722222225,1.9838335717237083,1.5068055555555557,6.2,0.0,340.0,1969.0,1.1022,3.2092666666666667,1.6478333333333335,2.6355,4,0,3,Άνοιξη,61,0
2007-03-03,13.652033333333332,0.5688347222222222,4.242,0.206,0.5387863595652465,134.992,0.09374444444444444,241.28808333333336,2.4285083388596886,2.401111111111111,18.0,0.0,347.0,4597.0,5.207033333333333,3.981333333333333,1.7489,2.7147666666666668,5,1,3,Άνοιξη,62,0
2007-03-04,34.845,1.4518749999999998,10.67,0.208,1.8109022660060146,175.682,0.12200138888888888,240.0297986111111,2.787130485964681,6.158194444444444,46.4,1476.0,8711.0,9408.0,17.576166666666666,3.341533333333333,2.4978333333333333,11.429466666666666,6,1,3,Άνοιξη,63,1
2007-03-05,44.33886666666667,1.8474527777777776,9.486,0.208,1.6879739517249077,205.956,0.14302499999999999,240.03090972222222,2.6152144663180317,7.840277777777778,40.8,5727.0,12109.0,10026.0,16.718366666666665,4.3042,12.0092,11.3071,0,0,3,Άνοιξη,64,1
2007-03-06,20.775,0.865625,6.508,0.202,0.9187487115240118,186.148,0.12926944444444444,240.98806944444445,2.5053330238014104,3.6956944444444444,27.6,0.0,1740.0,4700.0,7.053,2.8990333333333336,7.784966666666667,3.038,1,0,3,Άνοιξη,65,0
2007-03-07,39.58676666666667,1.6494486111111113,5.98,0.204,1.3953245602192672,171.2,0.11888888888888888,240.3235625,2.9661573431892094,6.935,25.8,1076.0,4761.0,15513.0,14.9956,5.8745666666666665,10.9818,7.734800000000001,2,0,3,Άνοιξη,66,1
2007-03-08,26.2022,1.0917583333333334,6.354,0.224,1.239105966765082,187.404,0.13014166666666666,240.66542361111112,2.428597278371234,4.665138888888889,27.0,2180.0,3385.0,6655.0,10.716433333333333,5.688733333333333,7.006,2.791033333333333,3,0,3,Άνοιξη,67,1
2007-03-09,21.2102,0.8837583333333334,5.444,0.22,0.7856486526119284,119.238,0.08280416666666666,240.88846527777778,2.0642103468363153,3.73125,23.2,1093.0,345.0,8631.0,2.1378333333333335,3.7153,10.578933333333334,4.778133333333333,4,0,3,Άνοιξη,68,0
2007-03-10,41.41186666666667,1.7254944444444444,6.35,0.22,1.3745720587342534,243.528,0.16911666666666667,239.80283333333335,2.911932442381242,7.341944444444445,27.0,4130.0,5422.0,10979.0,9.6069,8.844433333333335,9.743066666666666,13.217466666666667,5,1,3,Άνοιξη,69,1
2007-03-11,58.0106,2.417108333333333,7.142,0.228,1.1711840682325403,173.374,0.12039861111111111,240.00729166666667,2.400149960206692,10.121527777777779,30.6,4810.0,3420.0,9500.0,13.772133333333333,18.0233,13.539833333333332,12.675333333333333,6,1,3,Άνοιξη,70,1
2007-03-12,32.51113333333333,1.3546305555555556,6.078,0.216,1.0449341322929513,134.422,0.0933486111111111,240.55871527777776,3.373482200418702,5.728472222222222,25.6,1403.0,2841.0,12353.0,9.703233333333333,4.3824000000000005,10.8726,7.552899999999999,0,0,3,Άνοιξη,71,1
2007-03-13,21.5024,0.8959333333333334,5.77,0.212,0.9987887068291796,126.718,0.08799861111111111,240.89796527777779,2.262787143215073,3.8056944444444443,24.8,1350.0,3859.0,5323.0,7.9569,5.651166666666667,5.411666666666666,2.482666666666667,1,0,3,Άνοιξη,72,0
2007-03-14,29.889400000000002,1.2453916666666667,6.114,0.224,1.1545171624784376,157.522,0.10939027777777777,240.77729166666666,3.094768999710735,5.2675,25.8,3485.0,480.0,8607.0,10.7757,5.132766666666667,8.065666666666667,5.915266666666667,2,0,3,Άνοιξη,73,1
2007-03-15,31.413566666666668,1.3088986111111112,4.574,0.21,1.083266627363986,159.326,0.11064305555555555,240.28049305555552,2.5291072938712875,5.523194444444444,19.2,0.0,3263.0,11036.0,11.4329,4.521166666666667,9.670266666666667,5.789233333333333,3,0,3,Άνοιξη,74,1
2007-03-16,28.36756666666667,1.1819819444444446,5.342,0.222,1.0731534029298813,130.208,0.09042222222222222,239.52713194444445,3.098196392416682,4.992361111111111,22.8,1106.0,4604.0,5370.0,10.482266666666668,7.582433333333333,7.9125,2.3903666666666665,4,0,3,Άνοιξη,75,1
2007-03-17,33.8015,1.4083958333333333,5.642,0.206,1.1748510583451204,127.068,0.08824166666666666,238.22465277777778,2.4695813661362,5.946111111111111,23.8,2208.0,359.0,12275.0,12.1022,3.3433,8.1702,10.1858,5,1,3,Άνοιξη,76,1
2007-03-18,39.51743333333333,1.6465597222222221,7.994,0.226,1.5691392099571915,241.45,0.1676736111111111,241.04781944444443,3.480907295983997,7.007916666666667,34.4,6564.0,7369.0,5856.0,12.606033333333333,4.510866666666667,17.0103,5.390233333333333,6,1,3,Άνοιξη,77,1
2007-03-19,35.8753,1.4948041666666667,7.452,0.214,1.2503256361876263,144.764,0.10053055555555557,240.49709027777777,2.711161049780805,6.281944444444444,31.8,1648.0,2686.0,14118.0,12.926266666666667,6.1212,9.547933333333333,7.2799,0,0,3,Άνοιξη,78,1
2007-03-20,34.77046666666667,1.4487694444444446,6.55,0.216,1.4397605611912994,164.87,0.11449305555555556,240.8156388888889,3.821756852917711,6.151249999999999,28.0,3745.0,2837.0,11255.0,11.775200000000002,7.261633333333333,11.9421,3.791533333333333,1,0,3,Άνοιξη,79,1
2007-03-21,35.70153333333334,1.487563888888889,5.88,0.218,1.056957014609023,142.83,0.09918750000000001,240.98664583333334,3.3379781594185842,6.237222222222223,24.6,1865.0,4133.0,12335.0,8.51,9.5811,8.080733333333333,9.5297,2,0,3,Άνοιξη,80,1
